Accumbens_contra,Accumbens_ipsi,Area_1_contra,Area_1_ipsi,Area_2_contra,Area_2_ipsi,Area_3a_contra,Area_3a_ipsi,Area_55b_contra,Area_55b_ipsi,Area_6_anterior_contra,Area_6_anterior_ipsi,Caudate_contra,Caudate_ipsi,Cerebellu_contra,Cerebellu_ipsi,Dorsal_area_6_contra,Dorsal_area_6_ipsi,Pallidum_contra,Pallidum_ipsi,Primary_Motor_Cortex_contra,Primary_Motor_Cortex_ipsi,Primary_Sensory_Cortex_contra,Primary_Sensory_Cortex_ipsi,Putamen_contra,Putamen_ipsi,Rostral_Area_6_contra,Rostral_Area_6_ipsi,Thalamus_contra,Thalamus_ipsi,Ventral_Area_6_contra,Ventral_Area_6_ipsi
0.1593271935212281,0.29714406013456535,0.5296914238573789,0.7644118658864445,0.7237572287560256,0.2864032345624646,0.9768651709774843,0.9041975913877857,0.6258437133456252,0.3274334762450484,,0.13121173511938167,0.01727244443038695,0.010217192786090663,0.012233479786061171,0.13393469361655283,0.2909117199305746,0.5601937080474776,0.37980345152159845,0.9960855763235759,0.8577608072720082,0.43317037611446363,0.3133619111048523,0.8960787913070166,0.9470176122626524,0.2837678417755886,0.10175412773982563,0.03335239781733756,0.02870892821568963,0.02620497972091059,0.12311134589810258,0.05542350821632425
0.2594765144611694,0.6537675391352213,0.22422317803484548,0.23986315646243647,0.04258706066427938,0.9584257445318836,0.6989089243925657,0.031797945471973024,0.2697314685467775,0.15480375629780696,0.13121173511938167,,0.4636272363034019,0.7300636345617013,0.5890189592518174,0.43607736215621123,0.39041986156782865,0.7934360346400815,0.1444832834276639,0.10691051276128964,0.05917891319875395,0.06609004164136345,0.04772129482942377,0.030086653482377324,0.05636023917465073,0.2810348327628862,0.15036494338859363,0.20435962796537155,0.2515846265084494,0.648063616243972,0.7534827643488838,0.42471702616095025
0.10765665637069669,0.17745368317837346,0.016755964065847506,0.22595241905927899,0.0057998802887875255,0.6521968289380455,0.2642130670386607,0.04952442938790702,0.838070727220354,0.058839965847211434,0.01727244443038695,0.4636272363034019,,0.7282343739300011,0.5936085014640665,0.0033591088298410843,0.11342599336819988,0.4670355735111968,0.759377832123917,0.8574561328563548,0.37184594872985527,0.036616961253551863,0.7439455703956518,0.13816089340622825,0.850330050151368,0.16175937154802927,0.6795601746687918,0.16479014755014582,0.374791328103331,0.2836966524757625,0.7189440414126168,0.06326238338102788
0.05591467428155186,0.05856195800601963,0.0008052125861963376,0.3158681440315002,1.2680992620653162e-05,0.1776604045343343,0.8727352838315465,0.4148004549640003,0.9797289731737766,0.13889052305841082,0.010217192786090663,0.7300636345617013,0.7282343739300011,,0.582200571562465,0.22855275505245756,0.016579226011119386,0.4373389536479867,0.21283610925588783,0.3168667702025228,0.6715579848282504,0.691509036379962,0.16010789922861685,0.5772212132066002,0.6600028136116829,0.23167677213890092,0.7473795096631355,0.7716193922256693,0.7472220266111405,0.5599820738990041,0.6325276621346366,0.43487440743665773
0.7206247028098736,0.8229298953655046,0.2110583180071056,0.23760804116208573,0.04812145166149333,0.8541361573249656,0.11474906986230693,0.06597737733088323,0.47871032449992895,0.9282377496153003,0.012233479786061171,0.5890189592518174,0.5936085014640665,0.582200571562465,,0.27329754932121614,0.3168734647129677,0.38230996614209106,0.9818898324953125,0.5313678533604076,0.0773935988971995,0.06697718298935192,0.3607820530907366,0.1472025413275949,0.7242279608782083,0.644988040681472,0.7363517684779642,0.9448987852322165,0.6580840482001032,0.7477272815176957,0.9238799447061964,0.7019350617645124
0.12275963084954133,0.1566787036729174,0.1574489904317131,0.48949006551322277,0.011132636727288729,0.8480726040459925,0.0334355638905956,0.024192140320760443,0.22339181205190378,0.0992912162967885,0.13393469361655283,0.43607736215621123,0.0033591088298410843,0.22855275505245756,0.27329754932121614,,0.3343397767694058,0.8850791431576653,0.7681647734640827,0.3435843510590502,0.17759786449033868,0.0439869781192987,0.8544090190054978,0.2796979271628912,0.8293679695858162,0.45655969544316766,0.2491589820779588,0.1480800480928809,0.027735197469250492,0.014732844262250567,0.27228965487136253,0.15361598318733946
0.9345450876074706,0.39914709642745533,0.2133990762762134,0.25290106376153954,0.1935115873280254,0.1701409717939485,0.08239370375683502,0.09446881470688243,0.9388946249385048,0.7058347762660473,0.2909117199305746,0.39041986156782865,0.11342599336819988,0.016579226011119386,0.3168734647129677,0.3343397767694058,,0.81522607886307,0.7212885998886915,0.17623263034095782,0.13780897862689587,0.02240473903271513,0.8965529298372579,0.3464915682431853,0.4469282108329964,0.19919941247599687,0.08035518206998313,0.08176220058605928,0.08964376749826494,0.2987251298919297,0.04243615813581619,0.04775234236226485
0.19151749286306682,0.5433776305336993,0.049384424535536785,0.9065223552018044,0.030550614127829084,0.6101082741916926,0.2066904829643064,0.6274105851283913,0.5215448449259219,0.9981728801780535,0.5601937080474776,0.7934360346400815,0.4670355735111968,0.4373389536479867,0.38230996614209106,0.8850791431576653,0.81522607886307,,0.747668883083895,0.9334708464097229,0.8895228840981316,0.3818096856440374,0.6907817684380075,0.608502405452979,0.04911733642101456,0.6148582864063232,0.9174962228837547,0.7469201123519449,0.8286720515708206,0.6872870518652267,0.5051323990559373,0.21226157667373247
0.2904102637575156,0.5077855439635656,0.1441935577729791,0.7321468240723452,0.0640759144257367,0.716773812840333,0.3867798375183053,0.28606474415453187,0.5807159481822942,0.38609916638533553,0.37980345152159845,0.1444832834276639,0.759377832123917,0.21283610925588783,0.9818898324953125,0.7681647734640827,0.7212885998886915,0.747668883083895,,0.02423731317294679,0.78747920123301,0.8480974092330967,0.666856169214786,0.914051852950326,0.5869751501971903,0.052565379725634055,0.19080880862253088,0.24387253539542453,0.9013622332589827,0.7295812387935129,0.8948224142612506,0.5923215828563028
0.2178492801140536,0.07939162661408726,0.09311093364725159,0.7699999131782181,0.03206810913639671,0.8765983610428703,0.07357440077532428,0.8046503846870002,0.5953391948246205,0.38931269479103764,0.9960855763235759,0.10691051276128964,0.8574561328563548,0.3168667702025228,0.5313678533604076,0.3435843510590502,0.17623263034095782,0.9334708464097229,0.02423731317294679,,0.3692475716089383,0.7605936994405057,0.27215422609087336,0.5171357645333985,0.31315664091783413,0.0923969041091821,0.17841980501419683,0.09120107320573385,0.13940970796076946,0.49591343852092545,0.9921543511703805,0.45860508017174273
0.06281623849087838,0.8641284459981958,0.024474114347627415,0.9967122785166787,0.02611736182163849,0.9453124189800312,0.21676452268896093,0.3844958289037293,0.6130594970094372,0.9645195103597305,0.8577608072720082,0.05917891319875395,0.37184594872985527,0.6715579848282504,0.0773935988971995,0.17759786449033868,0.13780897862689587,0.8895228840981316,0.78747920123301,0.3692475716089383,,0.1990663631961099,0.019239837694680566,0.4553638185442491,0.9113525818216116,0.8260747504624334,0.5951875607697106,0.44832134733147405,0.15525973190935544,0.09583782972783891,0.1472927058167991,0.9678227343294169
0.019513433285228858,0.883233916600677,0.010084223239473824,0.5345801999248254,0.00811734271499185,0.6076191481610844,0.22175095136681422,0.6709757983595298,0.5957975745592227,0.7626861949555891,0.43317037611446363,0.06609004164136345,0.036616961253551863,0.691509036379962,0.06697718298935192,0.0439869781192987,0.02240473903271513,0.3818096856440374,0.8480974092330967,0.7605936994405057,0.1990663631961099,,0.04941010976602529,0.07469088685787215,0.7759879025763192,0.6129292939679375,0.22905359409206674,0.055503663805937416,0.019196556147034465,0.0041860334671532514,0.46190658525880557,0.16585430554295266
0.5116047942835606,0.5368522854327514,0.038092669014362035,0.6758353720737489,0.10072081551292904,0.8701827216273019,0.015698923777391766,0.039301481041321404,0.4441765012510691,0.9033820423700852,0.3133619111048523,0.04772129482942377,0.7439455703956518,0.16010789922861685,0.3607820530907366,0.8544090190054978,0.8965529298372579,0.6907817684380075,0.666856169214786,0.27215422609087336,0.019239837694680566,0.04941010976602529,,0.4258532101787043,0.40989854411323473,0.9762875745449332,0.9775525756271863,0.6153130245770884,0.9755292185760853,0.8159268264224028,0.14832799553814324,0.8168881809220864
0.09417001488443892,0.9716878614903869,0.13795334776542945,0.8858291145369028,0.06619094745539901,0.5390744230120318,0.31293063695729323,0.2710888169198748,0.44902759969212663,0.4937917012637548,0.8960787913070166,0.030086653482377324,0.13816089340622825,0.5772212132066002,0.1472025413275949,0.2796979271628912,0.3464915682431853,0.608502405452979,0.914051852950326,0.5171357645333985,0.4553638185442491,0.07469088685787215,0.4258532101787043,,0.42266627976880283,0.5660149691245621,0.1962535245416538,0.11702898550634253,0.12368138105215803,0.05982104004017601,0.9447540897275135,0.4152219914797622
0.7787470950761053,0.0647901916246781,0.9321388274575759,0.17676473248892,0.36320511638452174,0.8670643440031495,0.5988728221090317,0.7128784054091158,0.985835863544661,0.48244668425315684,0.9470176122626524,0.05636023917465073,0.850330050151368,0.6600028136116829,0.7242279608782083,0.8293679695858162,0.4469282108329964,0.04911733642101456,0.5869751501971903,0.31315664091783413,0.9113525818216116,0.7759879025763192,0.40989854411323473,0.42266627976880283,,0.9807791770030685,0.5230112157555836,0.18400176237868926,0.7767804739492675,0.3647541526276323,0.734844853767355,0.18106206445784234
0.7155997114585902,0.34040174713417276,0.29932010471631887,0.6462543976777742,0.24523473679010788,0.4652347425291342,0.19716059334061478,0.656307936794115,0.1132438479072812,0.26025000953379435,0.2837678417755886,0.2810348327628862,0.16175937154802927,0.23167677213890092,0.644988040681472,0.45655969544316766,0.19919941247599687,0.6148582864063232,0.052565379725634055,0.0923969041091821,0.8260747504624334,0.6129292939679375,0.9762875745449332,0.5660149691245621,0.9807791770030685,,0.523542401151974,0.3491381195952275,0.5944066299033377,0.32992030530235816,0.7006301426578877,0.6095234706879981
0.2064363715883662,0.5037707078445138,0.007235870675795811,0.9519206168056608,0.0004523688220648804,0.6401917913056112,0.3945574461309941,0.29948759061394425,0.37878534646537626,0.6603285042463196,0.10175412773982563,0.15036494338859363,0.6795601746687918,0.7473795096631355,0.7363517684779642,0.2491589820779588,0.08035518206998313,0.9174962228837547,0.19080880862253088,0.17841980501419683,0.5951875607697106,0.22905359409206674,0.9775525756271863,0.1962535245416538,0.5230112157555836,0.523542401151974,,0.9698215039171912,0.9235267837176765,0.20554293356299091,0.5671459500421134,0.6024689919867688
0.1731104751799009,0.281796558808329,0.08175308642556378,0.6245303296983014,0.008256094664927755,0.69276303939129,0.6364674303753832,0.09883002113704699,0.3136186843184548,0.23067301170552537,0.03335239781733756,0.20435962796537155,0.16479014755014582,0.7716193922256693,0.9448987852322165,0.1480800480928809,0.08176220058605928,0.7469201123519449,0.24387253539542453,0.09120107320573385,0.44832134733147405,0.055503663805937416,0.6153130245770884,0.11702898550634253,0.18400176237868926,0.3491381195952275,0.9698215039171912,,0.33875827291194055,0.22280079706831207,0.2344052423889396,0.3775458385206303
0.055950829234159186,0.055674940295767555,0.011548076034895022,0.5189759610894064,0.0019524824983405823,0.7081770683000225,0.06404874393190786,0.0025094005275535076,0.9986084538820712,0.0097877289140126,0.02870892821568963,0.2515846265084494,0.374791328103331,0.7472220266111405,0.6580840482001032,0.027735197469250492,0.08964376749826494,0.8286720515708206,0.9013622332589827,0.13940970796076946,0.15525973190935544,0.019196556147034465,0.9755292185760853,0.12368138105215803,0.7767804739492675,0.5944066299033377,0.9235267837176765,0.33875827291194055,,0.08215414126644509,0.5932814616426076,0.054698310022870636
0.017140140799343517,0.20258640062718206,0.04813903003946776,0.13502275310199807,0.0012059868378078943,0.7292200026832426,0.22584665280670244,0.00912551286436508,0.7958407905803685,0.24973820177111714,0.02620497972091059,0.648063616243972,0.2836966524757625,0.5599820738990041,0.7477272815176957,0.014732844262250567,0.2987251298919297,0.6872870518652267,0.7295812387935129,0.49591343852092545,0.09583782972783891,0.0041860334671532514,0.8159268264224028,0.05982104004017601,0.3647541526276323,0.32992030530235816,0.20554293356299091,0.22280079706831207,0.08215414126644509,,0.5426823705437709,0.022007249733019988
0.15943472200630404,0.9499252353716234,0.02426990201611589,0.6648777748000646,0.035689857246852,0.5190220074305525,0.11920558513012502,0.25832840647795974,0.5173231520728842,0.6893525159287006,0.12311134589810258,0.7534827643488838,0.7189440414126168,0.6325276621346366,0.9238799447061964,0.27228965487136253,0.04243615813581619,0.5051323990559373,0.8948224142612506,0.9921543511703805,0.1472927058167991,0.46190658525880557,0.14832799553814324,0.9447540897275135,0.734844853767355,0.7006301426578877,0.5671459500421134,0.2344052423889396,0.5932814616426076,0.5426823705437709,,0.6845357113730021
0.12177014789941164,0.7999530638905417,0.02798507084527689,0.68796233403296,0.004514477461516212,0.10702630937415394,0.7520968113384597,0.6259803287196106,0.4476629053787161,0.6886881966334328,0.05542350821632425,0.42471702616095025,0.06326238338102788,0.43487440743665773,0.7019350617645124,0.15361598318733946,0.04775234236226485,0.21226157667373247,0.5923215828563028,0.45860508017174273,0.9678227343294169,0.16585430554295266,0.8168881809220864,0.4152219914797622,0.18106206445784234,0.6095234706879981,0.6024689919867688,0.3775458385206303,0.054698310022870636,0.022007249733019988,0.6845357113730021,
