# ID,Labelname,RegionLongName,LR,Lobe,Cortex,Cortex_ID
25,L_PSL,PeriSylvian_Language_Area_L,L,Par,Temporo-Parieto_Occipital_Junction,15
28,L_STV,Superior_Temporal_Visual_Area_L,L,Par,Temporo-Parieto-Occipital_Junction,15
139,L_TPOJ1,Area_TemporoParietoOccipital_Junction_1_L,L,Temp,Temporo-Parieto-Occipital_Junction,15
140,L_TPOJ2,Area_TemporoParietoOccipital_Junction_2_L,L,Par,Temporo-Parieto-Occipital_Junction,15
141,L_TPOJ3,Area_TemporoParietoOccipital_Junction_3_L,L,Occ,Temporo-Parieto-Occipital_Junction,15
205,R_PSL,PeriSylvian_Language_Area_R,R,Par,Temporo-Parieto-Occipital_Junction,15
208,R_STV,Superior_Temporal_Visual_Area_R,R,Par,Temporo-Parieto-Occipital_Junction,15
319,R_TPOJ1,Area_TemporoParietoOccipital_Junction_1_R,R,Temp,Temporo-Parieto-Occipital_Junction,15
320,R_TPOJ2,Area_TemporoParietoOccipital_Junction_2_R,R,Par,Temporo-Parieto-Occipital_Junction,15
321,R_TPOJ3,Area_TemporoParietoOccipital_Junction_3_R,R,Par,Temporo-Parieto-Occipital_Junction,15
7,L_V8,Eighth_Visual_Area_L,L,Occ,Ventral_Stream_Visual,4
18,L_FFC,Fusiform_Face_Complex_L,L,Temp,Ventral_Stream_Visual,4
22,L_PIT,Posterior_InferoTemporal_complex_L,L,Occ,Ventral_Stream_Visual,4
153,L_VMV1,VentroMedial_Visual_Area_1_L,L,Occ,Ventral_Stream_Visual,4
154,L_VMV3,VentroMedial_Visual_Area_3_L,L,Occ,Ventral_Stream_Visual,4
160,L_VMV2,VentroMedial_Visual_Area_2_L,L,Occ,Ventral_Stream_Visual,4
163,L_VVC,Ventral_Visual_Complex_L,L,Temp,Ventral_Stream_Visual,4
187,R_V8,Eighth_Visual_Area_R,R,Occ,Ventral_Stream_Visual,4
198,R_FFC,Fusiform_Face_Complex_R,R,Temp,Ventral_Stream_Visual,4
202,R_PIT,Posterior_InferoTemporal_complex_R,R,Occ,Ventral_Stream_Visual,4
333,R_VMV1,VentroMedial_Visual_Area_1_R,R,Occ,Ventral_Stream_Visual,4
334,R_VMV3,VentroMedial_Visual_Area_3_R,R,Occ,Ventral_Stream_Visual,4
340,R_VMV2,VentroMedial_Visual_Area_2_R,R,Occ,Ventral_Stream_Visual,4
343,R_VVC,Ventral_Visual_Complex_R,R,Temp,Ventral_Stream_Visual,4
